ID_relatorio;Regiao;Erro_original;Acao;Veiculo_anterior;Pais_anterior;RSS_anterior;Veiculo_revisado;Pais_revisado;RSS_revisado;XML_confirmado;Data_verificacao;Itens_XML;Ultima_data_XML;Reteste_HTTP;Reteste_OK;Erro_reteste;Observacao
447;Oriente Médio;http_400;corrigir_url;WIRED Middle East;Emirados Árabes Unidos;https://wired.me/feed/;WIRED Middle East;Emirados Árabes Unidos;https://www.wired.me/feed/rss;True;2026-09-14T11:48:57.179143+00:00;30;2026-09-14T10:55:55+00:00;200;True;;
453;África;http_403;substituir;BiztechAfrica;África do Sul;https://www.biztechafrica.com/feed/;ITWeb Africa;África do Sul;https://itweb.africa/rss;True;2026-09-14T11:50:00.961508+00:00;23;2026-09-14T13:11:00+02:00;200;True;;
456;África;invalid_or_malformed_feed;corrigir_url;Daba;Nigéria;https://www.benjamindada.com/rss/;Condia (antigo Daba);Nigéria;https://thecondia.com/feed/atom/;True;2026-09-14T11:54:17.289171+00:00;100;2026-09-14T09:53:55+00:00;200;True;;
459;África;http_403;substituir;Dignited;Uganda;https://www.dignited.com/feed/;iAfrikan;África do Sul;https://iafrikan.com/rss/;True;2026-09-14T11:56:18.144437+00:00;15;2026-09-11T10:25:51+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. Cadência baixa: o XML recente não comprova publicação diária. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
463;África;http_522;substituir;Gadgets Africa;Quênia;https://gadgets-africa.com/feed/;TechnoMag;Zimbábue;https://technomag.co.zw/feed/;True;2026-09-14T11:52:25.422643+00:00;10;2026-09-14T07:33:13+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
466;África;http_403;substituir;Innovation Village;Nigéria;https://innovation-village.com/feed/;Tech In Africa;África do Sul;https://www.techinafrica.com/feed/;True;2026-09-14T11:51:56.449572+00:00;10;2026-09-14T07:16:49+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela."
467;África;invalid_or_malformed_feed;substituir;IT Edge News;Nigéria;https://www.itedgenews.africa/feed/;TechDigest Nigeria;Nigéria;https://techdigest.ng/feed/;True;2026-09-14T11:51:29.830376+00:00;10;2026-09-12T05:42:56+00:00;200;True;;
473;África;SSLError;substituir;Maroc Numeric;Marrocos;https://marocnumeric.com/feed/;Punch — feed geral;Nigéria;https://rss.punchng.com/v1/category/latest_news;True;2026-09-14T11:58:02.534028+00:00;30;2026-09-14T12:30:01+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
478;África;http_403;substituir;MyBroadband;África do Sul;https://mybroadband.co.za/news/feed/;Connecting Africa;"África do Sul (redação; grupo Informa britânico)";https://www.connectingafrica.com/rss.xml;True;2026-09-14T11:51:53.257562+00:00;50;2026-09-14T10:26:57+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela."
479;África;too_many_redirects;substituir;N'TIC Magazine;Argélia;https://www.nticweb.com/?format=feed&type=rss;Algerie360 — High Tech;Argélia;https://www.algerie360.com/category/high-tech/feed/;True;2026-09-14T11:53:14.396218+00:00;25;2026-09-07T23:21:15+00:00;200;True;;
483;África;http_403;substituir;Nigeria CommunicationsWeek;Nigéria;https://www.nigeriacommunicationsweek.com.ng/feed/;BusinessDay Nigeria — Technology;Nigéria;https://businessday.ng/category/technology/feed/;True;2026-09-14T11:53:02.108100+00:00;5;2026-09-14T07:53:23+00:00;200;True;;
484;África;http_403;manter_revalidado;PC Tech Magazine;Uganda;https://pctechmag.com/feed/;PC Tech Magazine;Uganda;https://pctechmag.com/feed/;True;2026-09-14T11:42:25.401410+00:00;10;2026-09-14T11:42:19+00:00;200;True;;
485;África;http_404;corrigir_url;Shega;Etiópia;https://shega.co/feed/;Shega;Etiópia;https://shega.co/rss;True;2026-09-14T11:48:56.455258+00:00;30;2026-09-14T00:00:00+00:00;200;True;;
494;África;http_403;manter_revalidado;Techawk;Nigéria;https://www.techawkng.com/feed/;Techawk;Nigéria;https://www.techawkng.com/feed/;True;2026-09-14T11:42:25.409238+00:00;10;2026-09-11T18:21:39+00:00;200;True;;
497;África;http_403;manter_revalidado;TechCabal;Nigéria;https://techcabal.com/feed/;TechCabal;Nigéria;https://techcabal.com/feed/;True;2026-09-14T11:42:25.695959+00:00;10;2026-09-14T11:01:31+00:00;200;True;;
500;África;http_404;corrigir_url;TechEconomy;Nigéria;https://techeconomy.ng/feed/;TechEconomy;Nigéria;https://techeconomy.ng/feed.xml;True;2026-09-14T11:49:57.694366+00:00;50;2026-09-14T10:31:42+00:00;200;True;;
502;África;SSLError;substituir;Techgh24;Gana;https://techgh24.com/feed/;MyJoyOnline — feed geral;Gana;https://www.myjoyonline.com/feed/;True;2026-09-14T11:58:28.693105+00:00;50;2026-09-14T11:47:43+00:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
509;África;SSLError;substituir;TechSmart;África do Sul;https://www.techsmart.co.za/rss;Nigerian Tribune — Technology;Nigéria;https://tribuneonlineng.com/category/technology/feed/;True;2026-09-14T11:58:02.537239+00:00;20;2026-09-11T20:21:14+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
513;África;http_403;substituir;TechWeez;Quênia;https://techweez.com/feed/;Ecofin Agency — feed geral;Suíça (edição africana);https://www.ecofinagency.com/component/obrss/agency-rss;True;2026-09-14T11:56:09.908583+00:00;30;2026-09-14T13:46:15+02:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
519;África;http_404;corrigir_url;TSA — Tecnologia;Argélia;https://www.tsa-algerie.com/tech-auto/feed/;TSA — feed geral;Argélia;https://www.tsa-algerie.com/feed/;True;2026-09-14T11:49:48.452579+00:00;10;2026-09-14T09:44:12+00:00;200;True;;Feed passou a geral: aplicar filtro temático de tecnologia e negócios digitais. Filtragem temática necessária.
520;África;invalid_or_malformed_feed;substituir;Tunisie Numérique — Technologie;Tunísia;https://www.tunisienumerique.com/technologie/feed/;Managers.tn;Tunísia;https://managers.tn/feed/;True;2026-09-14T11:53:13.453741+00:00;10;2026-09-14T11:34:00+00:00;200;True;;
524;África;invalid_or_malformed_feed;substituir;Webmanagercenter — Technologie;Tunísia;https://www.webmanagercenter.com/category/technologie/feed/;Entreprises Magazine;Tunísia;https://www.entreprises-magazine.com/feed/;True;2026-09-14T11:53:14.077875+00:00;10;2026-09-14T10:40:04+00:00;200;True;;
525;África;http_522;substituir;WeeTracker;Maurício;https://weetracker.com/feed/;We Are Tech;Suíça (edição africana);https://www.wearetech.africa/en/fils-uk/news?format=feed&type=rss;True;2026-09-14T11:59:33.410879+00:00;10;2026-09-14T11:12:29+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
526;Oceania;http_500;corrigir_url;ABC Australia — Technology;Austrália;https://www.abc.net.au/news/feed/8004590/rss.xml;ABC Australia — feed geral;Austrália;https://www.abc.net.au/news/feed/46182/rss.xml;True;2026-09-14T11:54:17.297483+00:00;3;2026-09-14T09:15:00+00:00;200;True;;Filtragem temática necessária.
527;Oceania;http_403;manter_revalidado;APDR;Austrália;https://asiapacificdefencereporter.com/feed/;APDR;Austrália;https://asiapacificdefencereporter.com/feed/;True;2026-09-14T11:49:54.490593+00:00;10;2026-09-13T22:18:18+00:00;200;True;;Filtragem temática necessária.
528;Oceania;http_403;substituir;Ausdroid;Austrália;https://ausdroid.net/feed/;New Atlas;Austrália;https://newatlas.com/index.rss;True;2026-09-14T11:52:27.798605+00:00;60;2026-09-14T10:16:45+00:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
539;Oceania;http_403;manter_revalidado;Cook Islands News;Ilhas Cook;https://www.cookislandsnews.com/feed/;Cook Islands News;Ilhas Cook;https://www.cookislandsnews.com/feed/;True;2026-09-14T11:42:43.567540+00:00;10;2026-09-12T20:52:54+00:00;200;True;;Filtragem temática necessária.
541;Oceania;http_404;substituir;Cyber Daily;Austrália;https://www.cyberdaily.au/feed;Risky Business Media;Austrália;https://news.risky.biz/rss/;True;2026-09-14T11:55:19.183964+00:00;15;2026-09-11T02:39:00+00:00;200;True;;
546;Oceania;invalid_or_malformed_feed;manter_revalidado;EFTM;Austrália;https://eftm.com/feed;EFTM;Austrália;https://eftm.com/feed;True;2026-09-14T11:42:43.985665+00:00;35;2026-09-14T08:40:00+00:00;200;True;;
549;Oceania;http_403;substituir;FinTech Business;Austrália;https://www.fintechbusiness.com/feed;Mediaweek;Austrália;https://www.mediaweek.com.au/rss.xml;True;2026-09-14T11:53:15.257340+00:00;30;2026-09-14T07:03:46+00:00;200;True;;"Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
556;Oceania;http_404;substituir;Information Age — Austrália;Austrália;https://ia.acs.org.au/rss.xml;ScienceAlert;Austrália;https://www.sciencealert.com/feed;True;2026-09-14T11:52:27.792530+00:00;10;2026-09-14T11:00:00+00:00;200;True;;"Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
557;Oceania;http_403;substituir;InnovationAus;Austrália;https://www.innovationaus.com/feed/;Small Business Connections;Austrália;https://smallbusinessconnections.com.au/feed/;True;2026-09-14T11:55:19.189167+00:00;10;2026-09-07T05:22:27+00:00;200;True;;"Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
566;Oceania;http_403;substituir;Manufacturers' Monthly;Austrália;https://www.manmonthly.com.au/feed/;Process Online;Austrália;https://www.processonline.com.au/feed.rss;True;2026-09-14T11:52:55.527544+00:00;20;2026-09-14T00:00:00+10:00;200;True;;
571;Oceania;http_403;substituir;PACE Today;Austrália;https://pacetoday.com.au/feed/;Electrical Comms Data;Austrália;https://www.ecdonline.com.au/feed.rss;True;2026-09-14T11:52:59.762434+00:00;20;2026-09-14T00:00:00+10:00;200;True;;
573;Oceania;http_403;manter_revalidado;PowerUp!;Austrália;https://powerup-gaming.com/feed/;PowerUp!;Austrália;https://powerup-gaming.com/feed/;True;2026-09-14T11:42:50.454631+00:00;10;2026-09-13T21:46:55+00:00;200;True;;
597;Oceania;http_403;substituir;The National PNG;Papua-Nova Guiné;https://www.thenational.com.pg/feed/;Autotalk New Zealand;Nova Zelândia;https://autotalk.co.nz/feed/;True;2026-09-14T11:52:46.090580+00:00;10;2026-09-14T04:12:15+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
599;Oceania;http_403;substituir;Utility Magazine;Austrália;https://utilitymagazine.com.au/feed/;Sustainability Matters;Austrália;https://www.sustainabilitymatters.net.au/feed.rss;True;2026-09-14T11:55:19.185063+00:00;20;2026-09-10T00:00:00+10:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."

